latitude,longitude,YYYY-MM-DD,daily_rain,max_temp,min_temp,et_morton_actual
-36.15,144.85,26/03/1981,0,27.5,8.9,1.5
-36.15,144.85,27/03/1981,0,27.6,11.7,0.4
-36.15,144.85,28/03/1981,0,29.2,15.5,1.6
-36.15,144.85,29/03/1981,0,28.1,13.7,1
-36.15,144.85,30/03/1981,23.1,19,16.1,1.3
-36.15,144.85,31/03/1981,22.7,25.3,16.1,1.6
-36.15,144.85,1/04/1981,0.7,25.5,15.7,2.8
-36.15,144.85,2/04/1981,0,27.5,14.9,2.4
-36.15,144.85,3/04/1981,0,29.2,16.6,1.7
-36.15,144.85,4/04/1981,0,26.6,16.3,0.9
-36.15,144.85,5/04/1981,0,26.8,18.2,1.6
-36.15,144.85,6/04/1981,0,25.1,15.2,1.9
-36.15,144.85,7/04/1981,0,28.2,9.2,2.3
-36.15,144.85,8/04/1981,0,30.3,14.2,2
-36.15,144.85,9/04/1981,0,30.4,14.2,2.6
-36.15,144.85,10/04/1981,0,22.4,8.4,1.6
-36.15,144.85,11/04/1981,0,25,6.3,1.6
-36.15,144.85,12/04/1981,0,28.7,9.6,0.8
-36.15,144.85,13/04/1981,0,20.9,13,0.6
-36.15,144.85,14/04/1981,0.1,20,10.7,1.4
-36.15,144.85,15/04/1981,0,24.1,8.4,1.5
-36.15,144.85,16/04/1981,0,20.9,6.9,2
-36.15,144.85,17/04/1981,0,21.2,5.8,2.3
-36.15,144.85,18/04/1981,0,23.1,6.1,2.4
-36.15,144.85,19/04/1981,0,23,7.6,1.6
-36.15,144.85,20/04/1981,0,20,6.9,1.7
-36.15,144.85,21/04/1981,0,23.2,4.5,1.4
-36.15,144.85,22/04/1981,0,26.3,6.4,0.8
-36.15,144.85,23/04/1981,0.2,22.6,10.7,1.2
-36.15,144.85,24/04/1981,0,22.6,9.8,1.3
-36.15,144.85,25/04/1981,0,17.4,4.3,1.6
-36.15,144.85,26/04/1981,0,18.7,1.1,0.6
-36.15,144.85,27/04/1981,0,23.9,5.4,0.2
-36.15,144.85,28/04/1981,0,17.5,4.5,0.7
-36.15,144.85,29/04/1981,0,17.9,5.2,1.3
-36.15,144.85,30/04/1981,0,21.9,4.1,1.3
-36.15,144.85,1/05/1981,0.1,24,5.3,0.5
-36.15,144.85,2/05/1981,0,25.4,7.4,0.3
-36.15,144.85,3/05/1981,0.3,23.1,8.8,1.6
-36.15,144.85,4/05/1981,0,24.6,4.9,0.8
-36.15,144.85,5/05/1981,0,24.8,6.3,0.5
-36.15,144.85,6/05/1981,0.7,18,10.6,0.6
-36.15,144.85,7/05/1981,24.1,17.3,10.5,1.3
-36.15,144.85,8/05/1981,0,15.3,8,0.8
-36.15,144.85,9/05/1981,3.8,14.7,10.7,0.7
-36.15,144.85,10/05/1981,1.2,14.4,3.3,0.7
-36.15,144.85,11/05/1981,0,15,8.9,0.8
-36.15,144.85,12/05/1981,0,18,4.6,1.3
-36.15,144.85,13/05/1981,0,18.6,2.3,1.3
-36.15,144.85,14/05/1981,0,21.2,4,0.6
-36.15,144.85,15/05/1981,0,20.1,5.4,0.5
-36.15,144.85,16/05/1981,0,19.6,8.9,0.4
-36.15,144.85,17/05/1981,0.2,16,10,0.7
-36.15,144.85,18/05/1981,0,14.9,5.2,0.4
-36.15,144.85,19/05/1981,0,15.2,0.2,1
-36.15,144.85,20/05/1981,0,16.1,-0.2,0.5
-36.15,144.85,21/05/1981,0,14.1,3.6,0.3
-36.15,144.85,22/05/1981,1.6,15.4,8.1,0.6
-36.15,144.85,23/05/1981,3.4,18.3,9.9,0.7
-36.15,144.85,24/05/1981,1,14.9,12.4,0.7
-36.15,144.85,25/05/1981,2.3,14.7,10.9,0.7
-36.15,144.85,26/05/1981,8.8,18.5,10.7,0.7
-36.15,144.85,27/05/1981,0,13.3,9.6,0.7
-36.15,144.85,28/05/1981,3.6,15,10,0.7
-36.15,144.85,29/05/1981,0.3,18.6,7.9,0.5
-36.15,144.85,30/05/1981,0.2,17.8,9.2,0.5
-36.15,144.85,31/05/1981,2.9,15.3,10.7,0.7
-36.15,144.85,1/06/1981,3.3,16.2,9.1,0.7
-36.15,144.85,2/06/1981,10.6,13.3,9.6,1.1
-36.15,144.85,3/06/1981,4.4,14.7,9.4,0.7
-36.15,144.85,4/06/1981,0.8,15.3,8.3,0.7
-36.15,144.85,5/06/1981,2.5,15.2,5.8,0.5
-36.15,144.85,6/06/1981,0,14.6,5.6,0.6
-36.15,144.85,7/06/1981,0,14.8,1.4,0.6
-36.15,144.85,8/06/1981,0,12.3,1,0.7
-36.15,144.85,9/06/1981,0,15.3,4.4,0.6
-36.15,144.85,10/06/1981,3.2,13.9,8.2,0.7
-36.15,144.85,11/06/1981,3.3,14.7,7.1,0.6
-36.15,144.85,12/06/1981,0.1,13.5,3.5,0.6
-36.15,144.85,13/06/1981,0.7,15.4,4.7,0.5
-36.15,144.85,14/06/1981,7.6,15.2,10.3,0.6
-36.15,144.85,15/06/1981,0.7,13.8,4.3,0.4
-36.15,144.85,16/06/1981,0.9,12,2.1,0.6
-36.15,144.85,17/06/1981,0,11.8,0.3,0.6
-36.15,144.85,18/06/1981,0,10.8,2.3,0.6
-36.15,144.85,19/06/1981,0.2,12.7,5.6,0.7
-36.15,144.85,20/06/1981,0.2,7.9,2.8,0.6
-36.15,144.85,21/06/1981,0.1,13.4,3.3,0.7
-36.15,144.85,22/06/1981,0.6,13.7,5.5,0.7
-36.15,144.85,23/06/1981,20.9,8.8,4,0.7
-36.15,144.85,24/06/1981,1.6,8.7,4.9,0.5
-36.15,144.85,25/06/1981,17.7,11.2,5,0.8
-36.15,144.85,26/06/1981,9.2,14.4,6.8,0.7
-36.15,144.85,27/06/1981,0.3,14.1,8,0.7
-36.15,144.85,28/06/1981,1.9,16.1,7.1,0.5
-36.15,144.85,29/06/1981,0,16.6,5.2,0.4
-36.15,144.85,30/06/1981,0,16.5,6.5,0.4
-36.15,144.85,1/07/1981,0.1,14.8,7.7,0.5
-36.15,144.85,2/07/1981,0.3,13.7,6.5,0.5
-36.15,144.85,3/07/1981,0.2,11.1,4.6,0.6
-36.15,144.85,4/07/1981,9.3,10.6,4.5,0.6
-36.15,144.85,5/07/1981,1.6,12.8,4.8,0.6
-36.15,144.85,6/07/1981,0,13.1,6.1,0.7
-36.15,144.85,7/07/1981,0.2,11.7,3.7,0.6
-36.15,144.85,8/07/1981,0,13.7,5,0.7
-36.15,144.85,9/07/1981,0,12.5,2.7,0.7
-36.15,144.85,10/07/1981,0.1,11.9,-0.7,0.5
-36.15,144.85,11/07/1981,0.8,10.9,0.7,0.4
-36.15,144.85,12/07/1981,4.2,10.7,0.2,0.7
-36.15,144.85,13/07/1981,1.8,10.2,2.9,0.8
-36.15,144.85,14/07/1981,0.1,10.8,1.7,0.7
-36.15,144.85,15/07/1981,0,13.6,2.6,0.6
-36.15,144.85,16/07/1981,0,15.1,2.6,0.6
-36.15,144.85,17/07/1981,0,15.4,1.3,0.6
-36.15,144.85,18/07/1981,0,15.5,0.9,1.2
-36.15,144.85,19/07/1981,0,16.8,3.1,0.9
-36.15,144.85,20/07/1981,6.6,13.1,7.1,0.4
-36.15,144.85,21/07/1981,12.8,17.1,10.5,0.9
-36.15,144.85,22/07/1981,9,13.3,7.1,0.6
-36.15,144.85,23/07/1981,1,14.7,5.5,0.5
-36.15,144.85,24/07/1981,8,13.4,6.4,0.7
-36.15,144.85,25/07/1981,0.1,13.4,7.2,0.7
-36.15,144.85,26/07/1981,0.7,13.3,6.9,0.5
-36.15,144.85,27/07/1981,0.1,14.4,3.3,0.7
-36.15,144.85,28/07/1981,0,8.5,4.5,0.5
-36.15,144.85,29/07/1981,17.9,12.5,4.3,0.6
-36.15,144.85,30/07/1981,0.1,14.9,0.9,0.9
-36.15,144.85,31/07/1981,0,13,1.8,0.5
-36.15,144.85,1/08/1981,0.2,12.4,1.6,0.7
-36.15,144.85,2/08/1981,1.8,12.1,4.5,0.5
-36.15,144.85,3/08/1981,6.7,11.9,7.2,0.4
-36.15,144.85,4/08/1981,7.7,16.4,10,0.9
-36.15,144.85,5/08/1981,0,16.7,3,0.7
-36.15,144.85,6/08/1981,1.6,13.9,3.9,1.4
-36.15,144.85,7/08/1981,0,14.8,2.3,1.2
-36.15,144.85,8/08/1981,0,8.2,3.6,0.6
-36.15,144.85,9/08/1981,16.2,13,4.7,1.2
-36.15,144.85,10/08/1981,0.3,13.4,2.7,1.3
-36.15,144.85,11/08/1981,0,14,2.1,1.2
-36.15,144.85,12/08/1981,4.7,11.9,7.1,0.7
-36.15,144.85,13/08/1981,2,13.2,5,1.4
-36.15,144.85,14/08/1981,1.7,13.1,7.3,0.7
-36.15,144.85,15/08/1981,0.3,13.8,5.2,1.1
-36.15,144.85,16/08/1981,0,16.5,6.5,0.5
-36.15,144.85,17/08/1981,0,14.2,8,0.6
-36.15,144.85,18/08/1981,4.4,13.7,5.8,0.7
-36.15,144.85,19/08/1981,0.6,15.6,7.6,1.7
-36.15,144.85,20/08/1981,0.7,18.6,9.8,0.6
-36.15,144.85,21/08/1981,6.7,13.1,7,1.5
-36.15,144.85,22/08/1981,1.9,14.1,6,1
-36.15,144.85,23/08/1981,2.3,13.9,1.8,2.2
-36.15,144.85,24/08/1981,0,14.5,0,2.6
-36.15,144.85,25/08/1981,0,16.5,0.4,2.4
-36.15,144.85,26/08/1981,0,19.2,4.6,1
-36.15,144.85,27/08/1981,6,13.3,4.5,2.1
-36.15,144.85,28/08/1981,0.6,13.2,1.6,1.9
-36.15,144.85,29/08/1981,0.5,16.3,4.7,2.3
-36.15,144.85,30/08/1981,0.8,15.2,3.4,1.9
-36.15,144.85,31/08/1981,6.1,14.6,5.1,1.3
-36.15,144.85,1/09/1981,0.1,13.1,4.2,1.7
-36.15,144.85,2/09/1981,0,14.9,8.7,1.2
-36.15,144.85,3/09/1981,0,16,8.5,0.9
-36.15,144.85,4/09/1981,0,16.2,7.9,1.5
-36.15,144.85,5/09/1981,0,17.2,4.1,2.4
-36.15,144.85,6/09/1981,0,18.7,4.7,1.4
-36.15,144.85,7/09/1981,0.1,21.8,5.8,2.7
-36.15,144.85,8/09/1981,0,24.7,10.6,0.9
-36.15,144.85,9/09/1981,0,22.1,8.5,3
-36.15,144.85,10/09/1981,0,24.2,7.4,3
-36.15,144.85,11/09/1981,0,20.6,11,2.3
-36.15,144.85,12/09/1981,0,17,5.3,2.5
-36.15,144.85,13/09/1981,0,18.3,7.3,2.4
-36.15,144.85,14/09/1981,0,20.9,3.9,3.5
-36.15,144.85,15/09/1981,0,23.8,7.1,1.3
-36.15,144.85,16/09/1981,0,25.8,12.1,1.4
-36.15,144.85,17/09/1981,0.1,27.5,10.3,2.4
-36.15,144.85,18/09/1981,0,21.2,15.4,0.2
-36.15,144.85,19/09/1981,0.1,18.8,9.7,1.9
-36.15,144.85,20/09/1981,0,20.8,5.4,3.3
-36.15,144.85,21/09/1981,0,24.7,10.8,2.2
-36.15,144.85,22/09/1981,0,18.1,3.6,3.6
-36.15,144.85,23/09/1981,3.5,15.5,7.7,2.5
-36.15,144.85,24/09/1981,1.2,15.6,4.6,1.9
-36.15,144.85,25/09/1981,6.6,16.1,3.6,2.7
-36.15,144.85,26/09/1981,0,16.4,6.3,0.9
-36.15,144.85,27/09/1981,16.3,15.9,6.5,1.6
-36.15,144.85,28/09/1981,0,17.5,5.2,1.9
-36.15,144.85,29/09/1981,0,19.5,8.6,1.9
-36.15,144.85,30/09/1981,0,23.4,8.6,1.9
-36.15,144.85,1/10/1981,0,22,10,1.5
-36.15,144.85,2/10/1981,0,23.3,11.5,0.4
-36.15,144.85,3/10/1981,7.9,15,7.7,1.9
-36.15,144.85,4/10/1981,0.3,16.7,3.6,2.5
-36.15,144.85,5/10/1981,0.6,22.7,6.5,4.2
-36.15,144.85,6/10/1981,0.1,26,7.2,3.1
-36.15,144.85,7/10/1981,0,20.9,11.8,3.3
-36.15,144.85,8/10/1981,0,22.7,5.9,4.3
-36.15,144.85,9/10/1981,0,30.6,10.2,1.9
-36.15,144.85,10/10/1981,0,18.6,5.8,3.2
-36.15,144.85,11/10/1981,0,20.9,2.6,3.4
-36.15,144.85,12/10/1981,0,23.6,3.8,4.3
-36.15,144.85,13/10/1981,0,27.3,6.7,4.6
-36.15,144.85,14/10/1981,0,20.4,13.2,2.3
-36.15,144.85,15/10/1981,0,18.8,4.3,3.3
-36.15,144.85,16/10/1981,0,20,4.6,3.3
-36.15,144.85,17/10/1981,0,17.5,5.3,3.2
-36.15,144.85,18/10/1981,0.8,22.5,7.5,3.7
-36.15,144.85,19/10/1981,0,22.8,8.7,2.8
-36.15,144.85,20/10/1981,0.9,22.4,8.9,2.8
-36.15,144.85,21/10/1981,8,20.6,9.8,2.5
-36.15,144.85,22/10/1981,0,19.6,8.8,3.5
-36.15,144.85,23/10/1981,0,20.1,5.8,3.9
-36.15,144.85,24/10/1981,0,23.9,4.1,4.7
-36.15,144.85,25/10/1981,0,26.5,5.1,4.8
-36.15,144.85,26/10/1981,0,30,8.9,3.9
-36.15,144.85,27/10/1981,0,31.9,15.4,0.1
-36.15,144.85,28/10/1981,1,24,12,4.8
-36.15,144.85,29/10/1981,0,26.6,8.1,5.2
-36.15,144.85,30/10/1981,0,27.1,11.3,2
-36.15,144.85,31/10/1981,0,24.5,11.4,3.5
-36.15,144.85,1/11/1981,0,26.3,9.3,2.8
-36.15,144.85,2/11/1981,0,27,11.5,4.1
-36.15,144.85,3/11/1981,0,27.9,12.1,3
-36.15,144.85,4/11/1981,0.7,21.5,16.3,3
-36.15,144.85,5/11/1981,0,20.9,6.2,5
-36.15,144.85,6/11/1981,0,21.9,5.7,4.3
-36.15,144.85,7/11/1981,0,25.4,5.9,3.5
-36.15,144.85,8/11/1981,0,28.5,9.7,2.6
-36.15,144.85,9/11/1981,0,27.2,15.9,0.4
-36.15,144.85,10/11/1981,18.3,19.7,14.2,2.7
-36.15,144.85,11/11/1981,0.4,19.9,7.5,3
-36.15,144.85,12/11/1981,0,19.8,6.3,1.5
-36.15,144.85,13/11/1981,8.4,20.6,9.1,3.7
-36.15,144.85,14/11/1981,0,22.3,6.6,2.6
-36.15,144.85,15/11/1981,0,21,10.9,0.4
-36.15,144.85,16/11/1981,0,17.4,4,4
-36.15,144.85,17/11/1981,0,19.3,5.1,2.8
-36.15,144.85,18/11/1981,0,24.9,8.3,5
-36.15,144.85,19/11/1981,0,26.4,11.7,1
-36.15,144.85,20/11/1981,0.5,26.4,14.3,3.1
-36.15,144.85,21/11/1981,0,27,11.3,3.9
-36.15,144.85,22/11/1981,0,29.3,10.2,4.9
-36.15,144.85,23/11/1981,0,32.3,14,2.8
-36.15,144.85,24/11/1981,2,27,15.6,5.3
-36.15,144.85,25/11/1981,0,27.8,9.2,5.2
-36.15,144.85,26/11/1981,0,31.8,9.1,2.6
-36.15,144.85,27/11/1981,0,36,16.9,4
-36.15,144.85,28/11/1981,0.1,35.1,20.6,2.1
-36.15,144.85,29/11/1981,0.8,30.9,16.3,4.7
-36.15,144.85,30/11/1981,0,27,11.1,4.9
-36.15,144.85,1/12/1981,0,28.2,10.4,4.2
-36.15,144.85,2/12/1981,0,32.1,10.8,2.1
-36.15,144.85,3/12/1981,1.3,29,15.1,5.5
-36.15,144.85,4/12/1981,0,33.6,9.2,4.7
-36.15,144.85,5/12/1981,0,30,17.1,1.2
-36.15,144.85,6/12/1981,0,29.4,12.4,2.7
-36.15,144.85,7/12/1981,0,24.1,16.3,2.1
-36.15,144.85,8/12/1981,0,22.5,9.1,1.9
-36.15,144.85,9/12/1981,0,23.7,9.9,2
-36.15,144.85,10/12/1981,0,27.9,8.4,4.8
-36.15,144.85,11/12/1981,0,30.8,15.6,0
-36.15,144.85,12/12/1981,3.8,24.4,17.3,3
-36.15,144.85,13/12/1981,2.8,22.3,10.2,4.2
-36.15,144.85,14/12/1981,0.4,22.8,8.4,4.3
-36.15,144.85,15/12/1981,0,27.2,9.3,5
-36.15,144.85,16/12/1981,0,32.1,10.4,5.3
-36.15,144.85,17/12/1981,0,36.7,14.7,3.2
-36.15,144.85,18/12/1981,0,33.4,16.5,0.5
-36.15,144.85,19/12/1981,0,24.9,10.9,4.2
-36.15,144.85,20/12/1981,0,27,8.5,4.1
-36.15,144.85,21/12/1981,0,31.4,10.8,3.9
-36.15,144.85,22/12/1981,0,31.1,13.2,5.1
-36.15,144.85,23/12/1981,0,29.5,12.9,4.3
-36.15,144.85,24/12/1981,0,27.8,13.3,4.9
-36.15,144.85,25/12/1981,0,27.2,12.8,3.1
-36.15,144.85,26/12/1981,0,26.6,13.4,1.6
-36.15,144.85,27/12/1981,0,28.9,14.4,4
-36.15,144.85,28/12/1981,0,31.8,13,5.1
-36.15,144.85,29/12/1981,0,32.4,14.8,4.6
-36.15,144.85,30/12/1981,0,34.5,12.9,2.5
-36.15,144.85,31/12/1981,0,37.4,17.6,0.9
-36.15,144.85,1/01/1982,0,28,18.8,4.1
-36.15,144.85,2/01/1982,0,26.9,11.9,4.2
-36.15,144.85,3/01/1982,0,29.6,11,4.7
-36.15,144.85,4/01/1982,0,28.3,13.6,2.8
-36.15,144.85,5/01/1982,0,31.3,11.6,2.8
-36.15,144.85,6/01/1982,0,30.3,13.4,0.3
-36.15,144.85,7/01/1982,0,25.2,13.9,3.4
-36.15,144.85,8/01/1982,0,28.4,10.8,2.3
-36.15,144.85,9/01/1982,0,34.3,14.9,4.8
-36.15,144.85,10/01/1982,0,38.7,16.8,2.1
-36.15,144.85,11/01/1982,0,41.4,21.9,0.9
-36.15,144.85,12/01/1982,1.8,35.9,24.9,0.4
-36.15,144.85,13/01/1982,0,26.8,14.9,4.3
-36.15,144.85,14/01/1982,0,31.3,12.3,3.7
-36.15,144.85,15/01/1982,0,34.1,15.6,4.1
-36.15,144.85,16/01/1982,0,32.7,18.9,3.7
-36.15,144.85,17/01/1982,0,34.9,20.1,3
-36.15,144.85,18/01/1982,0,35.4,16.6,4.8
-36.15,144.85,19/01/1982,0,35.4,19.3,2.8
-36.15,144.85,20/01/1982,0,38.3,23.2,2.9
-36.15,144.85,21/01/1982,0,41.1,23,2.3
-36.15,144.85,22/01/1982,1.7,34,19.5,0.3
-36.15,144.85,23/01/1982,0,40.9,17.5,1.4
-36.15,144.85,24/01/1982,2,44.6,21.1,2.8
-36.15,144.85,25/01/1982,2.8,26.9,24.7,2
-36.15,144.85,26/01/1982,20.4,22.3,11.9,3.6
-36.15,144.85,27/01/1982,13.6,27.5,10.1,4.2
-36.15,144.85,28/01/1982,0,32.3,12.7,4.2
-36.15,144.85,29/01/1982,0,36.6,18.6,1.4
-36.15,144.85,30/01/1982,0,28,16,4.7
-36.15,144.85,31/01/1982,0,26.3,12.5,3.3
-36.15,144.85,1/02/1982,0,26.1,11.5,4.4
-36.15,144.85,2/02/1982,0,30.3,12.1,3.1
-36.15,144.85,3/02/1982,0,32.8,15.2,2.8
-36.15,144.85,4/02/1982,0,27.4,14.6,4.4
-36.15,144.85,5/02/1982,0,31.8,12,2.8
-36.15,144.85,6/02/1982,0,36.6,15.2,3.1
-36.15,144.85,7/02/1982,0,40,20.5,2
-36.15,144.85,8/02/1982,0,41.3,21.5,0
-36.15,144.85,9/02/1982,0,28.8,17.7,3.5
-36.15,144.85,10/02/1982,0,33.6,12.1,2.2
-36.15,144.85,11/02/1982,0,35.6,14.4,3.6
-36.15,144.85,12/02/1982,0,37.9,17.1,2.2
-36.15,144.85,13/02/1982,0.4,38,22.6,1.5
-36.15,144.85,14/02/1982,0,38.9,22.4,3.4
-36.15,144.85,15/02/1982,0,37.5,24.7,0.8
-36.15,144.85,16/02/1982,0,28.1,22.5,2.3
-36.15,144.85,17/02/1982,0,28.3,16.5,3.6
-36.15,144.85,18/02/1982,0,24.6,10.8,2.8
-36.15,144.85,19/02/1982,0,27.4,10.4,3.8
-36.15,144.85,20/02/1982,0,29.3,13.9,0.4
-36.15,144.85,21/02/1982,0,27.7,13.7,2.8
-36.15,144.85,22/02/1982,0,32.3,9.5,3
-36.15,144.85,23/02/1982,0,28.8,14.7,2.3
-36.15,144.85,24/02/1982,0,27,11.9,2.5
-36.15,144.85,25/02/1982,0,30.5,9.7,3.2
-36.15,144.85,26/02/1982,0,23.2,13.3,3
-36.15,144.85,27/02/1982,0,27.9,8.4,2.1
-36.15,144.85,28/02/1982,0,28.7,11.7,2
-36.15,144.85,1/03/1982,0,26,8.8,3.1
-36.15,144.85,2/03/1982,0,27.7,10.6,1.7
-36.15,144.85,3/03/1982,0,33.1,12.1,2
-36.15,144.85,4/03/1982,0,31.4,15.2,3.6
-36.15,144.85,5/03/1982,0,33.5,15.7,3.4
-36.15,144.85,6/03/1982,0,33.1,18,0.3
-36.15,144.85,7/03/1982,0,35,17.4,1.2
-36.15,144.85,8/03/1982,0,26.3,25,0.4
-36.15,144.85,9/03/1982,6,21.9,9,2.7
-36.15,144.85,10/03/1982,0,24,8,1.6
-36.15,144.85,11/03/1982,0,24.2,8.9,3.2
-36.15,144.85,12/03/1982,0,28.2,12.1,2.7
-36.15,144.85,13/03/1982,0,30.2,12.8,3.2
-36.15,144.85,14/03/1982,0,31.1,15.9,2.6
-36.15,144.85,15/03/1982,0,32.7,18.5,2.4
-36.15,144.85,16/03/1982,0.7,32.9,19.9,1.8
-36.15,144.85,17/03/1982,28,25.6,15.5,4.4
-36.15,144.85,18/03/1982,0,26.4,11.5,2.5
-36.15,144.85,19/03/1982,0,28.7,11.3,2.9
-36.15,144.85,20/03/1982,0,29.2,14.4,2.8
-36.15,144.85,21/03/1982,0,31.3,17.5,1
-36.15,144.85,22/03/1982,0,32.6,18.4,0.3
-36.15,144.85,23/03/1982,17.1,22.4,16.7,2.1
-36.15,144.85,24/03/1982,0.2,23.8,12.5,0.4
-36.15,144.85,25/03/1982,0,26.8,12.6,3.2
-36.15,144.85,26/03/1982,0,27.9,13,2.8
-36.15,144.85,27/03/1982,0,25.2,13.6,1.9
-36.15,144.85,28/03/1982,0.1,20.9,11.8,1.9
-36.15,144.85,29/03/1982,0,23.3,11.2,2.8
-36.15,144.85,30/03/1982,0,25.7,11.4,2.3
-36.15,144.85,31/03/1982,0,27.4,9.1,2.5
-36.15,144.85,1/04/1982,0,28.9,10.2,1.9
-36.15,144.85,2/04/1982,0,24.6,16.2,1.4
-36.15,144.85,3/04/1982,0,20,6.7,1.3
-36.15,144.85,4/04/1982,0,22,7,1.1
-36.15,144.85,5/04/1982,0,21.7,4.5,1.7
-36.15,144.85,6/04/1982,0,23.5,6.8,3.1
-36.15,144.85,7/04/1982,0,23.7,9.1,2.5
-36.15,144.85,8/04/1982,0,25.1,11.4,1.6
-36.15,144.85,9/04/1982,0,26.9,10.3,1.5
-36.15,144.85,10/04/1982,0,27.8,10.7,1.5
-36.15,144.85,11/04/1982,0,28.2,11.2,1.7
-36.15,144.85,12/04/1982,0,28.2,11.4,1.7
-36.15,144.85,13/04/1982,0,28.6,11.5,0.4
-36.15,144.85,14/04/1982,0,30.1,11.6,0.5
-36.15,144.85,15/04/1982,1.5,28.3,15.1,0.3
-36.15,144.85,16/04/1982,4.6,20.5,14.2,0.9
-36.15,144.85,17/04/1982,0.1,19.4,5.2,1.7
-36.15,144.85,18/04/1982,0,20.7,7.3,1.1
-36.15,144.85,19/04/1982,0,22.1,5,2.2
-36.15,144.85,20/04/1982,0,21.3,5.8,1.3
-36.15,144.85,21/04/1982,0,23.1,4.4,1.9
-36.15,144.85,22/04/1982,0,25.6,4.6,0.7
-36.15,144.85,23/04/1982,0,25.6,8.4,0.3
-36.15,144.85,24/04/1982,0.1,26.8,12.7,0.3
-36.15,144.85,25/04/1982,0,18.5,10.1,1.3
-36.15,144.85,26/04/1982,1.2,15.9,3.3,1
-36.15,144.85,27/04/1982,5.2,12.3,6.4,0.9
-36.15,144.85,28/04/1982,1.1,16,4.4,1
-36.15,144.85,29/04/1982,0.1,18,6.1,1.8
-36.15,144.85,30/04/1982,0,18.3,3.7,1.8
-36.15,144.85,1/05/1982,0,19,2.9,1.9
-36.15,144.85,2/05/1982,0,21.1,2.3,1.2
-36.15,144.85,3/05/1982,0,23.5,7.6,0.4
-36.15,144.85,4/05/1982,0,22.4,10.9,0.1
-36.15,144.85,5/05/1982,0.9,17.8,9.1,1
-36.15,144.85,6/05/1982,4.5,15.6,10.6,0.9
-36.15,144.85,7/05/1982,0.4,14.4,7.7,1.1
-36.15,144.85,8/05/1982,0,16.3,6.8,0.8
-36.15,144.85,9/05/1982,0,15.3,0.7,0.7
-36.15,144.85,10/05/1982,0,18.9,5.7,0.4
-36.15,144.85,11/05/1982,0,16,3.5,0.8
-36.15,144.85,12/05/1982,0,15.1,4.4,0.9
-36.15,144.85,13/05/1982,0.6,16.9,9.8,0.6
-36.15,144.85,14/05/1982,0,17.2,4.3,1
-36.15,144.85,15/05/1982,0,18.4,0.9,0.9
-36.15,144.85,16/05/1982,0,21.7,2,0.5
-36.15,144.85,17/05/1982,0,24.1,4.1,0.3
-36.15,144.85,18/05/1982,0,24.7,7.3,0.2
-36.15,144.85,19/05/1982,0,18.8,12.2,0.3
-36.15,144.85,20/05/1982,0,14.5,1.5,0.5
-36.15,144.85,21/05/1982,2.1,13.2,5,1
-36.15,144.85,22/05/1982,0,12.4,1.5,0.6
-36.15,144.85,23/05/1982,0,15.8,2.5,0.6
-36.15,144.85,24/05/1982,0,17.3,1.2,0.4
-36.15,144.85,25/05/1982,0,16.6,3.4,0.5
-36.15,144.85,26/05/1982,0,16.8,8.8,0.3
-36.15,144.85,27/05/1982,0,23,10.3,0
-36.15,144.85,28/05/1982,0.4,15.9,12.8,0.8
-36.15,144.85,29/05/1982,6.1,18,12.5,0.8
-36.15,144.85,30/05/1982,0.3,18.6,7.5,0.6
-36.15,144.85,31/05/1982,5.6,13.5,5.9,0.6
-36.15,144.85,1/06/1982,0,14.2,0.9,0.5
-36.15,144.85,2/06/1982,0,12.8,3,1.1
-36.15,144.85,3/06/1982,0,12.8,-2.7,0.5
-36.15,144.85,4/06/1982,0,14.9,-2,0.5
-36.15,144.85,5/06/1982,0,14.4,-3.6,0.4
-36.15,144.85,6/06/1982,0,14.3,-3,0.5
-36.15,144.85,7/06/1982,0,14.1,-2.9,0.4
-36.15,144.85,8/06/1982,0,14.5,-2.2,0.5
-36.15,144.85,9/06/1982,0,15.7,-2,0.3
-36.15,144.85,10/06/1982,0,15.1,-0.8,0.6
-36.15,144.85,11/06/1982,1.6,13.3,6.5,0.7
-36.15,144.85,12/06/1982,0,16.8,2.2,0.5
-36.15,144.85,13/06/1982,0.1,16,5.1,0.7
-36.15,144.85,14/06/1982,0,18.2,4.1,0.5
-36.15,144.85,15/06/1982,0,10,5.2,0.5
-36.15,144.85,16/06/1982,7.1,14,5.1,0.6
-36.15,144.85,17/06/1982,0.1,12.9,3.3,0.6
-36.15,144.85,18/06/1982,1.2,13.1,3.9,0.7
-36.15,144.85,19/06/1982,0,14.4,1.8,0.5
-36.15,144.85,20/06/1982,4.4,12.4,4.3,0.7
-36.15,144.85,21/06/1982,2.8,12,3.2,0.7
-36.15,144.85,22/06/1982,0,14.2,2.8,0.5
-36.15,144.85,23/06/1982,0.1,13.4,4.3,0.7
-36.15,144.85,24/06/1982,0,12.9,-0.9,0.6
-36.15,144.85,25/06/1982,0,13.1,-2.3,0.5
-36.15,144.85,26/06/1982,0,12.8,-3.3,0.4
-36.15,144.85,27/06/1982,0,14.5,-0.7,0.5
-36.15,144.85,28/06/1982,0.2,13.8,1.8,0.6
-36.15,144.85,29/06/1982,0.4,14.4,1.1,0.5
-36.15,144.85,30/06/1982,0.1,14.5,2.1,0.5
-36.15,144.85,1/07/1982,0,14.2,0.8,0.6
