YYYY-MM-DD,daily_rain,max_temp,min_temp,et_morton_actual
11/02/1969,2.2,27,17.7,3.1
12/02/1969,0,31.3,18.9,3.1
13/02/1969,0,26.1,21,1.7
14/02/1969,5.4,29.8,19.4,4.6
15/02/1969,0,29.5,15.9,5.1
16/02/1969,0,29.4,13.9,4.6
17/02/1969,0,29.3,15.2,3.3
18/02/1969,0,34.7,13.3,4.3
19/02/1969,0,35.8,20.5,3
20/02/1969,0,35.5,20.2,2.7
21/02/1969,0,36.8,22.8,0.2
22/02/1969,5.2,19.3,18.4,1.7
23/02/1969,23.3,22.1,14.4,3
24/02/1969,0.7,25,10.6,5.1
25/02/1969,0,25.2,13.7,1.4
26/02/1969,0,22.9,10,3.7
27/02/1969,0,24.1,11,3.6
28/02/1969,0,26.1,12.2,2.8
1/03/1969,0,28.3,11.7,3.5
2/03/1969,0,29.8,11.8,3.4
3/03/1969,0,32.8,12.8,3.1
4/03/1969,0,27.9,13.8,3.7
5/03/1969,0,23.2,11,2.7
6/03/1969,0,25.8,9.8,2.8
7/03/1969,0,28.1,11.2,1.9
8/03/1969,0,29.4,11.8,2.1
9/03/1969,0,32.1,12.1,1.5
10/03/1969,0,30.8,17.3,2.8
11/03/1969,0,29.8,19.1,0.9
12/03/1969,31.9,24.1,19,2.3
13/03/1969,9.3,26.7,17.4,2.9
14/03/1969,0,28,18.8,1.7
15/03/1969,0,21.6,13.5,3.4
16/03/1969,0,24.6,11.3,1.4
17/03/1969,1.2,24,14.9,1.1
18/03/1969,15.3,23.9,16.2,2.4
19/03/1969,1.8,25,14,2.9
20/03/1969,0,19.8,11.8,1.8
21/03/1969,0,20.5,9.2,2
22/03/1969,0,23,9,2.4
23/03/1969,0,26.1,11.5,1.8
24/03/1969,2,20.5,16.4,1.3
25/03/1969,16.1,26.1,16.8,3.4
26/03/1969,0,24.5,18.5,3.8
27/03/1969,0,22.9,14.2,2.6
28/03/1969,0,22.7,10.8,3.2
29/03/1969,0,23.2,8.7,3.1
30/03/1969,0,17.5,11.2,1.6
31/03/1969,5.2,20.3,10.7,2.4
1/04/1969,0.5,22.1,8.3,2.9
2/04/1969,0,21.4,9.8,3.2
3/04/1969,0,20.1,7.8,2.7
4/04/1969,0,23.9,6.7,2.5
5/04/1969,0,24.5,10.8,1.8
6/04/1969,0,22.9,7.4,2.8
7/04/1969,0,26.1,6.5,2.3
8/04/1969,0,30.9,11.2,1.7
9/04/1969,0,31.7,13.8,0.3
10/04/1969,0,29.4,16.6,0.3
11/04/1969,0,23.7,13.3,1.7
12/04/1969,0.2,20,11.5,2
13/04/1969,0.5,17.9,8.2,1.9
14/04/1969,0.4,19.5,7.2,1.4
15/04/1969,0.2,14.6,10.5,0.9
16/04/1969,18.5,16.4,11.8,0.8
17/04/1969,1.5,18.5,9.8,1.8
18/04/1969,0,17.1,6.2,1.2
19/04/1969,10.8,15.9,8.9,1.6
20/04/1969,0.1,15.3,6.3,1.3
21/04/1969,0,17.4,11.9,1.4
22/04/1969,0.1,17.7,9.3,0.9
23/04/1969,0,16.2,3,2
24/04/1969,0,18.3,3.2,1.4
25/04/1969,0,20.2,5.8,0.6
26/04/1969,0,24.1,7.7,1.6
27/04/1969,0,21.6,7.4,2
28/04/1969,0,23,6.3,1.3
29/04/1969,0,25.3,7.2,1.1
30/04/1969,0,23.7,10,0.6
1/05/1969,3.6,16.6,11.7,1.5
2/05/1969,0,15.4,4,1.5
3/05/1969,0,17.6,3,1.2
4/05/1969,0,18.3,3.4,1.1
5/05/1969,0,19.5,3.3,1.4
6/05/1969,0,14.8,4.4,2.1
7/05/1969,0,17.7,1.8,1
8/05/1969,0,18.7,1.6,1.1
9/05/1969,0,21.2,4.5,0.6
10/05/1969,0,21.1,8.8,0.3
11/05/1969,0,22.4,11.7,0.2
12/05/1969,4.6,15.7,12.1,0.9
13/05/1969,4.4,18.4,12.5,1.1
14/05/1969,1.7,16.9,7.9,1
15/05/1969,0,16.5,4.6,1
16/05/1969,0.3,13.6,5.8,0.9
17/05/1969,0.6,13.3,7.2,0.8
18/05/1969,0,16.4,7,1
19/05/1969,0,15.6,2.2,1
20/05/1969,0.3,11.2,6.4,0.6
21/05/1969,16.8,13.8,8.5,0.9
22/05/1969,0,13.1,0.9,0.7
23/05/1969,0,14.5,5.1,0.7
24/05/1969,2.1,14.2,8.1,1
25/05/1969,0,13.7,0.1,0.9
26/05/1969,0,14.1,0.1,0.7
27/05/1969,0,15.3,0.4,0.6
28/05/1969,0,17.2,2.4,0.5
29/05/1969,0,12.7,7,0.7
30/05/1969,6.9,11.2,9,0.6
31/05/1969,0.2,11.2,3.9,0.4
1/06/1969,2.7,14.9,3.6,1.1
2/06/1969,0,15.1,3.2,0.7
3/06/1969,0,14.8,1.8,1
4/06/1969,0,15,2.5,0.5
5/06/1969,0,15.8,1.4,0.6
6/06/1969,0,15.5,1.8,0.6
7/06/1969,0,14.5,-1,0.6
8/06/1969,0,14.1,1.3,0.6
9/06/1969,0,13.8,4.4,0.5
10/06/1969,0,15.3,0,0.6
11/06/1969,0,13.5,-0.3,0.5
12/06/1969,0,15.9,1.2,0.6
13/06/1969,0,13.5,1.7,0.7
14/06/1969,0,11.8,-0.1,0.6
15/06/1969,0,11.5,-0.4,0.6
16/06/1969,0,12.8,-2.3,0.4
17/06/1969,0,14.3,-0.9,0.4
18/06/1969,1.8,10.7,3.7,0.4
19/06/1969,4.5,13.4,7.4,0.7
20/06/1969,2,16.2,8.5,0.7
21/06/1969,0,15.4,2.7,0.8
22/06/1969,0,11.5,4.1,0.3
23/06/1969,0,14,6.3,0.6
24/06/1969,0.2,13.8,7.8,0.7
25/06/1969,0.4,13.9,8.6,0.6
26/06/1969,1.6,13.3,3,0.6
27/06/1969,0,11.5,-1.3,0.5
28/06/1969,0,12.1,0.3,0.7
29/06/1969,0,16.4,1.9,0.6
30/06/1969,0,13.9,3.3,0.7
1/07/1969,0,14.2,4.1,0.8
2/07/1969,0,13.1,-0.2,0.7
3/07/1969,0,13.3,1.5,0.7
4/07/1969,0,10.7,4.1,0.5
5/07/1969,14.9,12.1,4.1,0.5
6/07/1969,0.4,12.2,5.1,0.8
7/07/1969,0.6,14.4,7.1,0.6
8/07/1969,0.3,12.2,2.5,0.6
9/07/1969,0,14.7,3.4,0.6
10/07/1969,0,14.2,0.6,0.6
11/07/1969,0,16.4,2.5,0.6
12/07/1969,6.8,13.1,7.4,0.7
13/07/1969,7.4,13.8,4.9,0.7
14/07/1969,0,14.3,5.6,0.7
15/07/1969,0.2,15.7,3.7,0.9
16/07/1969,0,16.6,1.2,0.6
17/07/1969,0,16.6,1.1,0.5
18/07/1969,0,14,2.9,0.7
19/07/1969,6.8,17.2,5.8,0.6
20/07/1969,1,14.2,4.2,0.8
21/07/1969,0.1,9.8,4.7,1
22/07/1969,7.7,11.6,2.1,0.6
23/07/1969,3.3,11.9,-1.1,0.5
24/07/1969,1.7,13.1,1.8,0.8
25/07/1969,0.1,12.5,1.7,0.7
26/07/1969,0.1,11.5,3.1,0.6
27/07/1969,0,14.1,5.9,0.6
28/07/1969,0,17.1,8,0.5
29/07/1969,0,13.4,3.4,0.6
30/07/1969,2.8,17.4,6.7,0.7
31/07/1969,0,16.1,3.7,0.5
1/08/1969,0,16.6,4.2,0.9
2/08/1969,0,18.8,6.7,0.6
3/08/1969,0.7,13.5,9.4,0.6
4/08/1969,3.3,14.3,1.7,1
5/08/1969,0,14.5,4.2,0.7
6/08/1969,0,16.2,6.5,0.6
7/08/1969,0,14.2,6.2,0.6
8/08/1969,0,12.7,5.3,1
9/08/1969,0,12.5,1.5,0.8
10/08/1969,0,11.9,2.8,0.7
11/08/1969,0,14.1,5.2,0.4
12/08/1969,0,16.4,2.3,0.9
13/08/1969,0,15.8,1.6,1.2
14/08/1969,4.3,12.2,3.8,0.9
15/08/1969,0,13.1,1.4,1.4
16/08/1969,0,14.5,0.4,2.2
17/08/1969,0,13.9,-0.7,1.6
18/08/1969,0,13.2,-0.7,1.4
19/08/1969,0,16,-1,2.1
20/08/1969,0,15.1,1.5,1.8
21/08/1969,0,15.4,2.7,1.5
22/08/1969,0,15.9,-0.4,1.9
23/08/1969,0,17,-0.4,1.6
24/08/1969,0,20.2,1.4,2.2
25/08/1969,0,21.3,6.2,2.1
26/08/1969,0,22.7,9.3,1.6
27/08/1969,5.9,16,11.4,1
28/08/1969,18.6,19.3,9.5,2.1
29/08/1969,0.4,18.6,10.1,1
30/08/1969,1.3,20.5,11.1,0.6
31/08/1969,0.3,22.5,9.7,1.6
1/09/1969,0,21.8,11.6,2.3
2/09/1969,0.7,15.7,8.8,0.7
3/09/1969,5.6,16.3,9.1,2.8
4/09/1969,1.4,15.8,7.4,1.9
5/09/1969,0,18.2,7.7,1.3
6/09/1969,3.8,13.7,7.2,2.3
7/09/1969,0,12.1,3,1.7
8/09/1969,4.7,13.9,0.9,2.5
9/09/1969,0,15.1,3.1,1.9
10/09/1969,0.1,16.9,6.7,1.5
11/09/1969,2.5,11.5,4,1.6
12/09/1969,1.4,11.7,-0.8,1.9
13/09/1969,0.2,8.4,2.5,0.8
14/09/1969,3.1,10.8,3.8,2.4
15/09/1969,1.3,12.5,2.5,1.7
16/09/1969,0.2,12.1,3.2,1.7
17/09/1969,0,12.3,2.1,1.3
18/09/1969,0,13.5,3.9,1.9
19/09/1969,0.6,13.5,0.6,2.7
20/09/1969,0,14.5,5.7,1.7
21/09/1969,0.5,14,7.6,1.7
22/09/1969,2.6,14.1,0.9,3
23/09/1969,0.2,12.4,5.3,2.3
24/09/1969,1.2,14.2,0.4,2.8
25/09/1969,0,15.6,3.5,3
26/09/1969,0,17.8,2.5,3.7
27/09/1969,0,21,1.7,4
28/09/1969,0,20.5,6.2,4.3
29/09/1969,0,16.7,3,3.2
30/09/1969,0,18.4,5.2,2.9
1/10/1969,0,21.5,4.5,4.1
2/10/1969,0,22.5,7.4,3.8
3/10/1969,0,24.7,9.1,2.7
4/10/1969,0.4,20.1,8.2,3.3
5/10/1969,0,19.8,2.1,2.7
6/10/1969,0,25.8,6.5,1.8
7/10/1969,0,19,2.7,3.1
8/10/1969,0,20.7,2.4,3.6
9/10/1969,0,22.8,5.5,3.4
10/10/1969,0,19.8,7.7,1.7
11/10/1969,0.4,20.7,9.9,3.6
12/10/1969,0,24.5,8,4.4
13/10/1969,0,26.5,10.1,4
14/10/1969,0,29.8,14.2,2.9
15/10/1969,0.6,14.9,10.4,1.3
16/10/1969,3.5,19.4,5,3.1
17/10/1969,0,21.6,5.8,3.7
18/10/1969,0,23.4,6.5,3.8
19/10/1969,0,24.8,6.8,3.6
20/10/1969,0,29.2,9.7,2.8
21/10/1969,0,20.1,9.2,4.2
22/10/1969,0,20.4,3.5,4.6
23/10/1969,0,25.3,8.4,4
24/10/1969,0,28.2,6.8,4
25/10/1969,0,31.1,12.3,1
26/10/1969,0,21.5,15.4,3.4
27/10/1969,0,26.8,8.9,2.3
28/10/1969,6.6,18.5,15.2,1.4
29/10/1969,5.7,22.4,13.8,3.9
30/10/1969,0.2,23.5,12.9,1.6
31/10/1969,0,22.9,12.4,3.8
1/11/1969,0.2,24.8,12.2,3
2/11/1969,0,24,11.4,2.8
3/11/1969,0,27.5,9.4,5.7
4/11/1969,0,32.1,13.2,1.2
5/11/1969,0.9,25.2,19.2,3.7
6/11/1969,6.5,18.6,8.2,2.6
7/11/1969,0.2,23,9.7,4
8/11/1969,0,25.2,7.2,5.3
9/11/1969,0.1,24.3,11.6,2.4
10/11/1969,0.4,22.6,8,4.5
11/11/1969,0,24.2,7.6,3
12/11/1969,0,26.1,9.7,2.6
13/11/1969,0,24.5,12,0.8
14/11/1969,1,19.8,15.7,1.6
15/11/1969,5.5,25.6,12.8,3.2
16/11/1969,0,30.7,11.2,5.6
17/11/1969,0,27.3,14.7,3.1
18/11/1969,0.3,20.9,8.5,3.5
19/11/1969,0,19.4,9.7,1.6
20/11/1969,0,21.5,6.7,3.3
21/11/1969,0,21.2,7.1,4.5
22/11/1969,0,28.1,4.1,3.8
23/11/1969,0,31.9,11.9,3.8
24/11/1969,0,31.9,17,0
25/11/1969,0,26.2,8.1,4.5
26/11/1969,0,25.5,7.5,4.3
27/11/1969,0,18.8,7.8,2.4
28/11/1969,0.5,19.3,7.2,2.4
29/11/1969,0,24.4,6.3,4.3
30/11/1969,0,29.3,8,3.9
1/12/1969,2.6,14.5,12.4,2.1
2/12/1969,17.2,16.9,7.3,2.7
3/12/1969,1.6,21.3,7.4,4.5
4/12/1969,0,22.5,7,3.4
5/12/1969,0,22.4,7.3,3.3
6/12/1969,0,23.5,8,3.1
7/12/1969,0,19.5,10.1,0.8
8/12/1969,0,22.8,6.7,3.6
9/12/1969,0,29.5,9.5,3.8
10/12/1969,0,33,15.7,0
11/12/1969,0,38.3,18.6,0.2
12/12/1969,1.6,27.5,16.9,4
13/12/1969,0,24.7,12.6,3.2
14/12/1969,0,24.8,11.6,4.9
15/12/1969,0,25.3,11.8,5.4
16/12/1969,0,30.2,11.7,4.6
17/12/1969,0,31.9,13.7,3.1
18/12/1969,0,37.1,14.4,1.3
19/12/1969,0,25.3,13.1,1.3
20/12/1969,6.9,24,10.8,3.5
21/12/1969,0,27.5,9.5,4.7
22/12/1969,0,32.5,13.4,2.1
23/12/1969,0,22.3,9.8,2.7
24/12/1969,0.3,21.1,7.4,2.4
25/12/1969,0.2,24.1,11.1,4.6
26/12/1969,0,31.1,8.5,4.4
27/12/1969,0,34.3,12.7,4.5
28/12/1969,0,38.6,14.7,2
29/12/1969,0,37.1,20.3,0.4
30/12/1969,0,23.7,7.1,4.3
31/12/1969,0,22,7.9,2.1
1/01/1970,0,22.8,11.2,0.3
2/01/1970,18.6,18.5,9.4,2.2
3/01/1970,2.4,19.5,11.2,3.5
4/01/1970,1.2,23.1,11.4,3.5
5/01/1970,0.7,25.4,13,4.7
6/01/1970,0,28.3,13.1,5.7
7/01/1970,0,30.7,14,4.7
8/01/1970,0,32.1,17.9,3.4
9/01/1970,0,32.1,19.4,1.5
10/01/1970,0.4,30.5,19.1,0.5
11/01/1970,1.5,27.5,16,4.5
12/01/1970,0,24,14.3,2.2
13/01/1970,0,23.6,10.1,3.4
14/01/1970,0,29,13.6,4.9
15/01/1970,0,30.2,13.4,4.4
16/01/1970,0.3,32,18.6,3.3
17/01/1970,4,30.9,17.2,1.8
18/01/1970,0,28,11.3,4.2
19/01/1970,0,30.1,12.7,4.8
20/01/1970,0,28.8,14.1,4.4
21/01/1970,0,24.8,11.3,4.3
22/01/1970,0,31.2,11.2,4.5
23/01/1970,0,33.6,17.8,0.8
24/01/1970,0,28.2,17.8,3.7
25/01/1970,0,27.9,10.7,3.9
26/01/1970,0,30.6,9.9,4
27/01/1970,0,28.5,11.9,4.3
28/01/1970,0,32.6,13.5,4.1
29/01/1970,0,33.5,17.7,3.2
30/01/1970,0,33.6,18.5,3
31/01/1970,0,34.6,20.1,1.2
1/02/1970,0.5,28.3,14.6,2.9
2/02/1970,0,33.3,15.9,3.4
3/02/1970,0,36.8,17.2,3.6
4/02/1970,0,37.3,17.9,3.3
5/02/1970,0,40.1,17.4,0.3
6/02/1970,0,40.5,20.8,0.2
7/02/1970,0,36.4,17.9,2.9
8/02/1970,0,38.7,20.4,3.5
9/02/1970,0,38.3,23.9,0.2
10/02/1970,0.3,23.8,20.6,2.4
11/02/1970,5.9,34.1,14.9,3.9
12/02/1970,12.6,29,17,3.9
13/02/1970,0,32.4,13.5,4.5
14/02/1970,0,35.2,16.3,4.2
15/02/1970,0,32.7,21.8,2
16/02/1970,0,23.2,11.1,3.2
17/02/1970,0,25,8,3.4
18/02/1970,0,33.4,13.2,1
19/02/1970,0,27,11.9,3.2
20/02/1970,0,22.5,9.5,2.6
21/02/1970,0,26.7,8.9,3.2
22/02/1970,0,30.4,12.8,3.5
23/02/1970,0,28.3,14.8,3.2
24/02/1970,0,31.8,11.9,3
25/02/1970,0,30.6,17.3,1.2
26/02/1970,0,29.4,13.3,3.1
27/02/1970,0,27.5,13.2,3.3
28/02/1970,0,28.1,13.2,2.1
1/03/1970,0,28.8,13,2.3
2/03/1970,0,29.3,13.9,3.1
3/03/1970,0,30.6,16.4,2.7
4/03/1970,0,32,16.2,2.6
5/03/1970,0,23.4,18.4,0.8
6/03/1970,0,23.6,12,2
7/03/1970,0,26.7,12.6,2.7
8/03/1970,0,28.8,11.7,2.5
9/03/1970,0,27,12.4,2.7
10/03/1970,0,29.7,11.6,1.6
11/03/1970,0,20.3,10.5,2.1
12/03/1970,0,20.2,6.6,1.8
13/03/1970,0,25.1,8.1,3.1
14/03/1970,0,26.4,10.2,1.1
15/03/1970,0,23.9,14.7,0.4
16/03/1970,1.7,27.9,14,2.3
17/03/1970,0,30.1,16.3,1.8
18/03/1970,0,33,15.6,2
19/03/1970,12.1,19.1,17.6,1.5
20/03/1970,21.4,21.2,11.2,2.4
21/03/1970,0.1,19.8,10.9,1.7
22/03/1970,18.2,22.1,11.9,2.4
23/03/1970,0.6,23.6,13.5,2.3
24/03/1970,0,24.2,13.8,2.7
25/03/1970,0,26.1,11.1,2.8
26/03/1970,0,28.4,11.6,2.5
27/03/1970,0,29,13,1.9
28/03/1970,0,20.7,14,1.6
29/03/1970,6.9,17.3,7.6,2.1
30/03/1970,0.4,18.1,5.3,2.2
31/03/1970,0,20.5,6.6,2.7
1/04/1970,0,23.4,6.8,2.5
2/04/1970,0,22.1,9.7,0.5
3/04/1970,0.9,18.9,10.8,0.9
4/04/1970,0,18.9,6.5,1.5
5/04/1970,0,21.7,11.2,0.6
6/04/1970,0,24.8,13,1.3
7/04/1970,0,20.2,12.1,1.3
8/04/1970,0.2,22.7,10,0.9
9/04/1970,0.1,22.9,11.1,1
10/04/1970,0,22.2,11.9,0.8
11/04/1970,19.8,20.1,12.8,1.6
12/04/1970,0,22.1,10.4,2.8
13/04/1970,0,22.2,8.5,2.5
14/04/1970,0,25.1,9.2,1.9
15/04/1970,0,24.7,9.6,2.4
16/04/1970,0,26.8,8.5,2
17/04/1970,0,27.6,10.4,1
18/04/1970,0,28.4,13.4,0.4
19/04/1970,0,26.1,16,0.2
20/04/1970,0,28.6,17.2,0.2
21/04/1970,0,22.7,18.3,0.6
22/04/1970,2.4,17.9,16.6,1
23/04/1970,24.1,17.3,12.2,1.3
24/04/1970,0.1,19.4,8.4,1.8
25/04/1970,1.8,17.4,9.6,2
26/04/1970,1.4,15.7,6.9,1.6
27/04/1970,0,16.8,8.7,0.7
28/04/1970,6.3,15,5.3,1.4
29/04/1970,0,16,7.1,0.6
30/04/1970,0,19.9,10.7,1.3
1/05/1970,0,20.8,7.9,2.1
2/05/1970,0,19,9.7,0.6
3/05/1970,3.9,15,6.2,1.3
4/05/1970,0,14.4,6.9,1.4
5/05/1970,0,15.2,9,1
6/05/1970,13.8,11.8,4.5,1
7/05/1970,0.6,13.8,3.9,1.5
8/05/1970,0,14.8,3.1,1.3
9/05/1970,0,16.3,2.5,1.1
10/05/1970,0,14.2,5.9,0.7
11/05/1970,0.3,18.4,7.9,0.7
12/05/1970,0,19.1,5.3,1.4
13/05/1970,0,17.8,5.2,0.9
14/05/1970,0.8,18.6,8,0.9
15/05/1970,0.6,16.8,8.6,0.8
16/05/1970,4.4,14.4,8.3,1.1
17/05/1970,2,13.6,7.7,0.8
18/05/1970,0,14.2,2.7,1.2
19/05/1970,0.4,15,3.3,0.6
20/05/1970,1,12.5,6.7,0.7
21/05/1970,0.1,14.5,5.3,0.7
22/05/1970,0,14.5,4.3,1
23/05/1970,0,14,2.7,0.8
24/05/1970,0,12.6,4.1,0.6
25/05/1970,0,13.6,5.4,0.7
26/05/1970,0,14.5,6.9,0.7
27/05/1970,0,16,4.2,1.1
28/05/1970,0,15.8,3.3,0.7
29/05/1970,0,16.5,2.8,0.5
30/05/1970,2.1,16.1,4.3,0.6
31/05/1970,0.2,17.2,8.6,1.1
1/06/1970,0,17.8,6.3,0.8
2/06/1970,0,13.1,2.4,0.7
3/06/1970,0.2,13.7,4.9,0.6
4/06/1970,0.1,15.6,4,0.9
5/06/1970,0.2,13.9,3.6,0.7
6/06/1970,0,11.9,2.2,0.8
7/06/1970,0,12.9,3.4,0.7
8/06/1970,0,13.6,0.4,0.6
9/06/1970,0,14.9,0.2,0.6
10/06/1970,3.9,11.2,5.6,0.3
11/06/1970,1.9,14,6.9,0.7
12/06/1970,0,13.5,4.3,0.7
13/06/1970,1.7,14.1,4.8,0.8
14/06/1970,0.9,14.8,5.7,0.7
15/06/1970,0.9,12.9,6.2,0.7
16/06/1970,7.1,12.2,5.8,0.5
17/06/1970,0.4,14.1,4.6,0.8
18/06/1970,0,11.7,0.8,0.6
19/06/1970,0,13.3,2.3,0.8
20/06/1970,0,14.3,6.7,0.5
21/06/1970,0.5,14.1,7.2,0.7
22/06/1970,5,12.4,7.1,0.8
23/06/1970,1.1,10.7,4.5,0.5
24/06/1970,0.2,12.6,5,0.8
25/06/1970,0,15.2,6,0.5
26/06/1970,0,10.7,7.2,0.6
27/06/1970,5.3,13.8,6.5,0.7
28/06/1970,0,15.2,6.3,0.6
29/06/1970,4.1,15,6.5,0.7
30/06/1970,3.9,14.3,7,0.7
1/07/1970,4,13.8,5.7,0.7
2/07/1970,0.6,12.1,3.9,0.7
3/07/1970,0,10.9,4.7,0.5
4/07/1970,0.2,14.6,4.5,0.4
5/07/1970,2.5,13.6,6.7,0.9
6/07/1970,0.7,13.5,6.4,0.7
7/07/1970,0,16.2,7.2,0.5
8/07/1970,0,16.1,6.1,0.4
9/07/1970,1.1,12.8,3.4,0.6
10/07/1970,0,11.3,4.4,0.7
11/07/1970,0,11.5,1.1,0.7
12/07/1970,0,11.1,2.7,0.6
13/07/1970,0,9.8,3.7,0.5
14/07/1970,0,12.6,-0.2,0.5
15/07/1970,0,11.3,1.4,0.6
16/07/1970,0.5,13.1,-0.1,0.2
17/07/1970,0.5,14.7,1.3,0.6
18/07/1970,1.8,11.7,6.1,0.6
19/07/1970,0,10.4,0.3,0.9
20/07/1970,1.6,12.7,2,0.6
21/07/1970,0,13.5,4.4,0.8
22/07/1970,0.3,13.1,4.6,0.4
23/07/1970,0.1,12.5,2.4,0.7
24/07/1970,0,17.2,3.8,0.3
25/07/1970,0,15.9,5.3,0.3
26/07/1970,0,14.8,1.1,0.8
27/07/1970,0.2,16,3.6,0.9
28/07/1970,0.3,15.1,5.7,0.6
29/07/1970,0.3,15.2,0.2,0.6
30/07/1970,0,15.4,0.5,0.6
31/07/1970,0,14.8,2.5,0.3
1/08/1970,2.4,14,3.3,0.9
2/08/1970,3.3,12.7,4.2,0.7
3/08/1970,1.5,14.6,6.5,0.7
4/08/1970,2,13,4,0.8
5/08/1970,0.2,11.8,4.4,1.2
6/08/1970,0,13.1,2.9,1.3
7/08/1970,0,13.5,0.5,1.4
8/08/1970,0,15.4,-2,1.3
9/08/1970,0.1,18.2,4.5,0.5
10/08/1970,0.4,13.9,3.6,0.5
11/08/1970,1.6,12.5,2.3,1.8
12/08/1970,0.5,13.2,2.2,1.8
13/08/1970,0.2,13.9,5.8,1.2
14/08/1970,0.3,15.7,8,0.6
15/08/1970,2,11.6,1.6,1.5
16/08/1970,0.7,8.9,3.3,1.1
17/08/1970,1.1,12.3,0.9,0.7
18/08/1970,0,14.5,4.1,1.6
19/08/1970,0,15.3,2.1,1.5
20/08/1970,0,15.7,1.2,0.8
21/08/1970,0,18.9,2.2,1
22/08/1970,0,16.9,6.9,0.3
23/08/1970,0,18.1,9.5,0.2
24/08/1970,3,15.4,7.9,1.4
25/08/1970,0.8,16.1,6.8,1.7
26/08/1970,0,15.1,6.8,0.7
27/08/1970,17.8,13.5,8.5,1.1
28/08/1970,3.2,13.8,7.9,1.2
29/08/1970,1,12.8,5.4,2.4
30/08/1970,0,10,1.1,1.3
31/08/1970,5.9,11.6,0.7,2
1/09/1970,0,16.2,-0.4,2.8
2/09/1970,0,17.2,1.1,2.8
3/09/1970,0,18.1,5.7,2
4/09/1970,0,15.6,6.1,2.4
5/09/1970,0,16,5.9,1.4
6/09/1970,0.3,14,4,1.7
7/09/1970,0,19.9,5.7,2.3
8/09/1970,0.8,18.8,7.7,0.4
9/09/1970,2.5,12.5,9,1.2
10/09/1970,0.5,15,0.4,2
11/09/1970,0.6,12.8,1,1.8
12/09/1970,0.4,13,5.8,0.5
13/09/1970,0.4,14.6,7.4,1.5
14/09/1970,1,17.7,7.2,1.9
15/09/1970,4.2,12.8,4.7,2.5
16/09/1970,0.9,13.4,0.4,2.4
17/09/1970,0,17.4,4.6,1.7
18/09/1970,0,16.2,7.7,1.6
19/09/1970,0,13.9,1,3
20/09/1970,0,16.2,2,1.4
21/09/1970,0,13.1,5.7,0.4
22/09/1970,15.7,15.6,9.2,1.1
23/09/1970,2.2,12.2,9.7,1.2
24/09/1970,11.5,14.9,6.7,1.8
25/09/1970,0,14.1,1.7,2.7
26/09/1970,0,16.2,1.8,2.4
27/09/1970,1,10.8,7.3,1.1
28/09/1970,15.6,14.2,8.3,2.5
29/09/1970,1.1,16.2,7.1,1.7
30/09/1970,0,17.3,3.4,3.1
1/10/1970,0.5,20.4,6.8,3.6
2/10/1970,0,21.9,11.1,1.2
3/10/1970,0,23.3,9.2,1.7
4/10/1970,0,28.7,14.3,1
5/10/1970,0,24.8,19.8,1.4
6/10/1970,0,23.3,7.9,3.4
7/10/1970,0,27.5,9.8,1.5
8/10/1970,0.1,15.8,12.5,0.7
9/10/1970,0.5,17.6,5.7,3.3
10/10/1970,0.2,20.3,5.3,4
11/10/1970,0,25.3,8.5,4.3
12/10/1970,0,20.4,7.8,4.4
13/10/1970,0,18.2,6.8,2.3
14/10/1970,0.5,15.2,3.1,3.1
15/10/1970,0,17.9,0.8,4.4
16/10/1970,0,23,3.9,2
17/10/1970,0,20.4,11.1,0
18/10/1970,0.5,22,3.5,4.4
19/10/1970,1.1,22,8.8,2.1
20/10/1970,1.3,18.9,5.5,4.2
21/10/1970,0,20.7,4.6,3.4
22/10/1970,0,18.8,3.4,3.6
23/10/1970,0,19.3,2.7,2.1
24/10/1970,0,18.1,9.2,0.8
25/10/1970,0.8,18.4,3.7,4.8
26/10/1970,0.3,22.7,4.1,4.2
27/10/1970,0,25.3,8.2,4
28/10/1970,0,23.5,14.9,1.8
29/10/1970,0.1,16.5,7.7,2.2
30/10/1970,0,18.1,3.4,2.6
31/10/1970,0,18.5,4.7,2.8
1/11/1970,0,18.6,5.3,3.8
2/11/1970,0,19.5,3.2,4
3/11/1970,0,20.8,4.6,3.6
4/11/1970,0,24.7,6.2,3.8
5/11/1970,0,21,13.3,0.2
6/11/1970,2.5,21.1,8.6,4.8
7/11/1970,0,24,9.8,2.5
8/11/1970,0,25.2,10.2,4.1
9/11/1970,0,31.5,12.2,3.9
10/11/1970,0,29.6,15.8,1
11/11/1970,2.4,22.1,17.1,2.8
12/11/1970,47.7,21.3,16,2.8
13/11/1970,0,23.3,10.2,4.3
14/11/1970,0,27.5,9.1,2.5
15/11/1970,4.1,13.4,8.7,1.6
16/11/1970,3.9,19.8,7.7,2.5
17/11/1970,0,20.9,7.6,4.3
18/11/1970,0,21.5,7.7,4.7
19/11/1970,0,24.5,7.3,4.8
20/11/1970,0,25.4,9.4,3.2
21/11/1970,0,26.9,11.1,3.8
22/11/1970,0,28,11.4,4.6
23/11/1970,0,29.8,11.9,3.1
24/11/1970,0,31.1,18.2,0.2
25/11/1970,0.3,24.3,14.9,2.6
26/11/1970,0,23,6.7,4.1
27/11/1970,0,28.1,8.8,4.3
28/11/1970,0,33.7,13.3,2.6
29/11/1970,0,32.3,11.1,3.4
30/11/1970,0,33.5,13.4,4.2
1/12/1970,0,31.2,13.4,4.7
2/12/1970,0,35.1,14.3,4
