YYYY-MM-DD,daily_rain,max_temp,min_temp,et_morton_actual
1/01/1949,0,22.9,11,4.4
2/01/1949,0,28.1,12.7,3.5
3/01/1949,0.3,27.1,14.6,3.1
4/01/1949,0,22.3,11.6,4.6
5/01/1949,0,25.9,10.6,3.6
6/01/1949,0,23.8,10.5,2.4
7/01/1949,0,27.4,10.7,1.8
8/01/1949,0,26.8,14,2.9
9/01/1949,0,29.8,13.7,2.7
10/01/1949,0,31.1,13.2,4.1
11/01/1949,0,32.8,14.6,3.2
12/01/1949,0,34.5,16.4,2.7
13/01/1949,0,33.9,18.5,1.9
14/01/1949,0,36.7,20.9,1.3
15/01/1949,1.5,25.9,17.9,3.1
16/01/1949,0,20.2,13.3,1.3
17/01/1949,0,20.7,10.9,3.6
18/01/1949,0,22,9.7,2.8
19/01/1949,0,28.3,8.4,4.7
20/01/1949,0,36.6,11.4,3.6
21/01/1949,0,35,16,0.5
22/01/1949,0,27.3,11.3,4.4
23/01/1949,0,27.6,11.5,3.9
24/01/1949,0,29.6,13.3,4.4
25/01/1949,0,29.4,14.4,3.1
26/01/1949,0,32.1,16.1,5
27/01/1949,0,34.9,17.3,3.3
28/01/1949,0,37.2,19.1,3.1
29/01/1949,1.3,38.7,21.7,1.2
30/01/1949,0.8,37.6,22.6,0.9
31/01/1949,0.7,29.8,16.5,3.4
1/02/1949,0,29.8,13.1,4.6
2/02/1949,0,31.6,15.3,2.2
3/02/1949,0,31.3,13.4,3.5
4/02/1949,0,27.6,14.4,2.4
5/02/1949,0,33.4,15.6,2.8
6/02/1949,0,30.5,16.2,2.6
7/02/1949,0,31.3,14.3,3.5
8/02/1949,0,33.4,16.3,1.2
9/02/1949,0,32.3,16,4
10/02/1949,0,32.7,15.6,3.1
11/02/1949,0,19.7,14.6,0.5
12/02/1949,0,21.7,7.5,3.1
13/02/1949,0,25.2,9,3.3
14/02/1949,0,25.7,11.4,3.1
15/02/1949,0,28.3,11.3,3.6
16/02/1949,0,24.5,11.5,2
17/02/1949,0,22.5,8.2,3.3
18/02/1949,0,24.5,8.8,1.1
19/02/1949,0,27,12.8,2.1
20/02/1949,1.2,23.7,17,1.3
21/02/1949,39.5,22.3,15.4,1.7
22/02/1949,1.1,20.4,12.3,2
23/02/1949,0,18,7.9,3
24/02/1949,0,22.9,6.9,3
25/02/1949,0,26.7,7.7,4.4
26/02/1949,0,28.8,12.3,1.5
27/02/1949,0.3,29.5,17.7,0.9
28/02/1949,16.3,28.4,17.9,3.8
1/03/1949,0,27.3,17.4,2.2
2/03/1949,0,29,14.2,4.3
3/03/1949,0,35.3,15.9,3.3
4/03/1949,0,36.4,19.7,3.2
5/03/1949,0.2,27.8,19.7,3.2
6/03/1949,0,24.9,14.8,0.8
7/03/1949,20.6,18.3,11.9,2.4
8/03/1949,21.7,24.9,14.1,1.5
9/03/1949,9.2,24.5,18.4,3.7
10/03/1949,7.5,24.9,16.4,3.4
11/03/1949,0,27.1,14.3,2.3
12/03/1949,0,30.3,16.4,3.2
13/03/1949,0,31.5,16.6,4.3
14/03/1949,0,31.5,15.6,4.3
15/03/1949,0,36.5,18.4,4.2
16/03/1949,0.6,25.1,16,1.8
17/03/1949,0,21.2,11.4,1.4
18/03/1949,0,18.3,7.3,2.2
19/03/1949,0,20.4,8.6,1.4
20/03/1949,0,22.8,9.8,1.6
21/03/1949,0,20,9.2,1.6
22/03/1949,0,22.3,9.9,0.4
23/03/1949,0,24,9.5,2.2
24/03/1949,0,24.8,11.1,2.2
25/03/1949,0,22.8,10.6,2.1
26/03/1949,0,25.4,9.1,2.5
27/03/1949,0,27.4,10.2,2.9
28/03/1949,0,26,11.9,1.1
29/03/1949,1.7,25.9,13.4,1
30/03/1949,10.1,15.8,6.7,2
31/03/1949,0,16.2,5.9,1.7
1/04/1949,0,18.4,6.1,2.6
2/04/1949,0,22,6,3.3
3/04/1949,0,24.4,8.4,2.6
4/04/1949,0,22.4,8.1,2.1
5/04/1949,0,21.9,6.1,3.1
6/04/1949,0,25.9,6.7,2.6
7/04/1949,0,28.6,11.9,0.6
8/04/1949,0,20,12.6,0.6
9/04/1949,0,18.4,9.7,1.3
10/04/1949,0,17.7,6.7,1.1
11/04/1949,0,19.6,6.4,1.7
12/04/1949,0,21.1,6.6,1.5
13/04/1949,0,21.3,6.7,1.9
14/04/1949,0,20.5,6.1,1.3
15/04/1949,0,19.6,7.2,1.7
16/04/1949,0,22.8,4.5,2.2
17/04/1949,0,26,7.3,1.2
18/04/1949,0,24.9,11.4,0.3
19/04/1949,2.8,17.8,12.8,1.1
20/04/1949,3.6,16.8,7.2,2.1
21/04/1949,0,16.1,4.3,1.2
22/04/1949,0,16.2,6.2,1.1
23/04/1949,0,15.3,7.3,1.1
24/04/1949,0,17.7,5.4,1.4
25/04/1949,0,18.1,3.4,1.3
26/04/1949,0,19.4,1.3,1.9
27/04/1949,0,18.9,3.3,2.1
28/04/1949,0,21.3,4.8,1.4
29/04/1949,0,21,5.2,0.6
30/04/1949,0,22.4,6.7,0.5
1/05/1949,0,23,8.3,0.4
2/05/1949,0,22.3,9.2,0.5
3/05/1949,0,20.4,9.2,0.6
4/05/1949,0,14.6,7.2,1.1
5/05/1949,0,13.2,2.3,0.7
6/05/1949,0,12.3,2.1,0.6
7/05/1949,1,15.5,5,1.4
8/05/1949,0,15.2,0.3,0.9
9/05/1949,0,15.5,2.4,0.9
10/05/1949,0,15.5,6.2,0.7
11/05/1949,0,17.5,2,0.9
12/05/1949,0,18.9,3.8,0.7
13/05/1949,0,20.4,6.6,0.5
14/05/1949,0,18.7,8.5,0.5
15/05/1949,1.4,15.8,6.8,0.7
16/05/1949,0,16.2,2.2,0.8
17/05/1949,0,18.4,1,0.8
18/05/1949,0,20.4,6.5,0.6
19/05/1949,7.5,14.9,11.2,1.1
20/05/1949,4.3,18.7,9.1,0.7
21/05/1949,3.3,18.5,10.7,1.1
22/05/1949,6.7,15.3,9.8,0.8
23/05/1949,0,13.6,8.8,0.7
24/05/1949,0.9,12.8,6.6,0.6
25/05/1949,3.8,12.4,7.8,0.8
26/05/1949,1.3,14.3,7.8,0.7
27/05/1949,0.1,13.1,3.4,0.8
28/05/1949,0,12.9,1.4,0.6
29/05/1949,0,13.1,1.9,1.2
30/05/1949,0,13.3,0.6,0.6
31/05/1949,0,13.2,2.3,0.7
1/06/1949,0,13.2,0.9,1
2/06/1949,3.5,10.5,3.6,0.7
3/06/1949,4.7,10.8,1.7,0.7
4/06/1949,6.1,13.3,5.6,0.8
5/06/1949,0,14.7,3.3,0.7
6/06/1949,0,14.6,3.6,0.7
7/06/1949,0,12.4,2.6,0.7
8/06/1949,0,11.7,3.9,0.8
9/06/1949,0,13.6,-0.4,0.7
10/06/1949,0.1,12.5,3.7,0.7
11/06/1949,0,13.1,2.3,0.8
12/06/1949,0,13.6,2.6,0.7
13/06/1949,0,13.1,4.8,0.7
14/06/1949,0,12.9,6,0.6
15/06/1949,0,13.8,0.5,0.6
16/06/1949,0,15.2,3.3,0.7
17/06/1949,0,15.2,2.5,0.6
18/06/1949,0,11.6,0.4,0.6
19/06/1949,0,12.4,1.7,0.7
20/06/1949,0.1,13,3.2,0.7
21/06/1949,0.8,10.2,4.2,0.6
22/06/1949,1.6,10.5,1.5,0.7
23/06/1949,0,11.2,-1.7,0.5
24/06/1949,0,11.7,-3.2,0.5
25/06/1949,0,10.4,-1,0.4
26/06/1949,3.2,10.9,0,0.5
27/06/1949,3.4,9.6,1,0.6
28/06/1949,0,10.2,0.9,0.6
29/06/1949,0.4,13.9,0.2,0.8
30/06/1949,0,15.1,2.5,0.6
1/07/1949,0.3,12.4,5.1,0.7
2/07/1949,0,12.8,1.7,0.7
3/07/1949,0,11.7,2.2,0.6
4/07/1949,0,12.7,4.2,0.7
5/07/1949,0,14.6,4.7,0.7
6/07/1949,0.1,13.9,7.5,0.6
7/07/1949,0,13.7,6.8,0.6
8/07/1949,0,12.1,0.3,0.6
9/07/1949,0,12.4,1.9,0.7
10/07/1949,0.3,11.2,2.6,0.8
11/07/1949,0,11.9,-2,0.7
12/07/1949,0,13.7,-1.2,0.5
13/07/1949,0,14.8,2.1,0.5
14/07/1949,27.3,13.6,6,0.8
15/07/1949,5.8,17,6.2,0.7
16/07/1949,2.7,16.3,8.8,0.5
17/07/1949,7.7,14.5,6.6,0.8
18/07/1949,3.2,9.5,0.7,0.7
19/07/1949,1.1,10.8,0.3,0.6
20/07/1949,0,11,5,0.8
21/07/1949,0.3,11.6,4.1,1
22/07/1949,0,11.9,2.5,0.6
23/07/1949,0,13.4,2.7,0.7
24/07/1949,0,13.4,1.3,0.8
25/07/1949,0,13.2,1.3,0.6
26/07/1949,0,14.2,-0.6,0.6
27/07/1949,0,13.7,2.5,0.6
28/07/1949,0.7,15.9,5.2,0.5
29/07/1949,1.9,13.9,5.7,0.8
30/07/1949,1.9,14.6,5.3,0.8
31/07/1949,0.9,13.6,5.2,0.8
1/08/1949,0.1,13.7,5.4,0.7
2/08/1949,0.8,15.8,4.3,1
3/08/1949,0,16.5,1.5,1
4/08/1949,0,16.9,4.5,0.5
5/08/1949,0,17.6,4.2,0.7
6/08/1949,0.7,17,5.7,0.5
7/08/1949,0,16.8,0.3,1.3
8/08/1949,0,19.4,2.6,0.5
9/08/1949,0,20.8,7.1,0.2
10/08/1949,0,20.2,9.4,0.2
11/08/1949,4.2,14.4,5.8,1.8
12/08/1949,0,14.2,3.3,1.5
13/08/1949,0,14.2,1.1,1.8
14/08/1949,0,13.5,2.3,0.8
15/08/1949,0,14.2,3.3,1
16/08/1949,0,12.4,1.8,1.5
17/08/1949,0,14.6,-1.1,1.5
18/08/1949,0,15.6,2.6,0.5
19/08/1949,0.1,17,7.7,0.6
20/08/1949,2,11,4.1,1.8
21/08/1949,0.7,13.1,1.3,1.7
22/08/1949,0,17.8,2.6,0.9
23/08/1949,3,11.7,0,1.8
24/08/1949,0,13,0.7,1.3
25/08/1949,0,12.8,1.2,1.5
26/08/1949,0,14.6,1.2,1.6
27/08/1949,0,14.3,0.1,2.1
28/08/1949,0,14.9,-0.7,2.1
29/08/1949,0,17,-0.4,1.7
30/08/1949,0,19.6,2.3,1.4
31/08/1949,0,21.3,4,0.7
1/09/1949,0,22.3,4.2,1.6
2/09/1949,0,25,8.3,0.9
3/09/1949,1,17.2,9.6,1.2
4/09/1949,0.3,15,2.4,2.1
5/09/1949,0,17.8,0.5,2.8
6/09/1949,0,20,2.7,2.6
7/09/1949,0,23,6.4,1.2
8/09/1949,3.4,17,10.5,1
9/09/1949,16.3,16.4,9,1.8
10/09/1949,0.6,14,6.8,1.6
11/09/1949,4.4,15,4.3,2.5
12/09/1949,0.7,14.4,2.2,1.7
13/09/1949,11,12.1,6,0.9
14/09/1949,1.6,15.8,5.3,2.4
15/09/1949,0,16.7,5.5,2.8
16/09/1949,0,13.7,2.3,2.6
17/09/1949,0,17,-0.9,3.2
18/09/1949,0,17.8,2.3,2.2
19/09/1949,0,19.4,2,3.4
20/09/1949,0,23.5,6,2.1
21/09/1949,0,25,8.3,1.8
22/09/1949,0,14.4,4.5,1.7
23/09/1949,0,15.9,2.9,1.9
24/09/1949,0,15.2,4.5,2.4
25/09/1949,0,15,3.9,2.8
26/09/1949,0,17.6,3.7,2.9
27/09/1949,0,18.2,4.2,2.2
28/09/1949,0,18.5,3.1,3.6
29/09/1949,0,21.6,1.9,3.5
30/09/1949,0,25.3,4,4.2
1/10/1949,0,27.1,9.3,0.7
2/10/1949,0,23.6,13.6,0.5
3/10/1949,8.8,16.1,12.7,1.9
4/10/1949,9.7,16,9.4,2.3
5/10/1949,0,18.4,5,3.6
6/10/1949,0.6,14.6,5.4,3.7
7/10/1949,0,16.4,2.2,3.4
8/10/1949,0,21.8,3,4.4
9/10/1949,9.3,20.9,10,1.8
10/10/1949,7.3,18.6,10.7,2.9
11/10/1949,0,21.5,8.4,2.8
12/10/1949,7.7,21.3,7.9,2.9
13/10/1949,0,17.8,7.4,2.8
14/10/1949,0.4,20.4,5.7,3.2
15/10/1949,6.3,17.9,10.3,2
16/10/1949,3.4,17.7,9.1,3
17/10/1949,0,18.9,5.3,3.6
18/10/1949,0,23.4,8.8,2.8
19/10/1949,0,27.2,10.8,1.5
20/10/1949,0,20.7,10.4,4.3
21/10/1949,0,29.8,9.2,0.9
22/10/1949,3.6,26.3,16.8,1.2
23/10/1949,0.7,22.4,13.7,2
24/10/1949,21.2,20.2,13.7,1.4
25/10/1949,7.3,19.8,13.6,2.8
26/10/1949,15.1,19.3,10,3.3
27/10/1949,0.2,22.3,10.5,4.7
28/10/1949,0,20.3,6.7,4
29/10/1949,0,22.8,6.8,2.3
30/10/1949,0,21.2,10.4,3.6
31/10/1949,1.5,18.4,9.2,2.5
1/11/1949,1.2,18,9.7,2.5
2/11/1949,2,16.6,8.7,2.6
3/11/1949,5.8,14.7,6,2.5
4/11/1949,7.3,17,6.5,2.7
5/11/1949,1.6,19.3,6.9,4.5
6/11/1949,0,22.6,7.1,3.3
7/11/1949,0,26.8,9.5,3.2
8/11/1949,0,27.7,12,0.5
9/11/1949,0,27.4,16.4,0.5
10/11/1949,0,28.4,15.7,3.8
11/11/1949,4.6,27.4,17.1,1.6
12/11/1949,7.6,22.9,13.3,4.5
13/11/1949,0,22.5,9.5,4
14/11/1949,0.1,21.1,8.4,3.8
15/11/1949,0,24.2,9.2,5.3
16/11/1949,0,31.8,12.4,2.7
17/11/1949,0.1,27.5,17.6,2.4
18/11/1949,0,22.8,10.5,4.3
19/11/1949,0,22.2,7.3,4.2
20/11/1949,0,25.5,9.4,0.7
21/11/1949,24.1,24,12.2,2.4
22/11/1949,5.7,23.2,13.6,2.8
23/11/1949,0.2,21.2,12.7,2.6
24/11/1949,0.2,21.4,10.1,3.4
25/11/1949,0,23.3,8.6,4.4
26/11/1949,0,29.3,11.5,2.3
27/11/1949,0.1,24.9,14,4.1
28/11/1949,0,24.2,12,3.3
29/11/1949,0.3,19.5,10.4,4.7
30/11/1949,0,21.6,6.6,3.4
1/12/1949,0,23.3,9.8,4.7
2/12/1949,0,27.2,8.2,5.9
3/12/1949,0,34.1,12.1,4.5
4/12/1949,0,31.4,14.8,0.5
5/12/1949,0,22.4,15.1,1.4
6/12/1949,0,21.6,12.8,2
7/12/1949,0,20.7,8.7,1.6
8/12/1949,0,22.2,10.9,1.3
9/12/1949,0,22.6,9.9,3.5
10/12/1949,0,25.1,8.7,4.4
11/12/1949,0.1,24.9,10.2,4
12/12/1949,0,24.3,9.5,2
13/12/1949,0.1,28.4,12.1,2.8
14/12/1949,0.9,20.7,13.9,4.6
15/12/1949,0,21.5,5.7,3.8
16/12/1949,0,24.9,9.8,3.7
17/12/1949,0,33.9,10,3.6
18/12/1949,0,30,14.4,0.7
19/12/1949,0,27.3,13.9,3.3
20/12/1949,0,21.1,12.3,3
21/12/1949,0,20.5,6.8,2.6
22/12/1949,0,24.9,8.1,4
23/12/1949,0,32.8,9.3,3.9
24/12/1949,0,26,13.1,4.2
25/12/1949,0,26.3,10.5,4.5
26/12/1949,0,31,10.3,3.8
27/12/1949,0,35.8,13.9,1.3
28/12/1949,0,31.5,15.8,3.7
29/12/1949,0,31.8,10.7,4.4
30/12/1949,0,34,15.3,0.8
31/12/1949,0.1,27.5,17.3,3.6
1/01/1950,0,28.8,10.3,5.2
2/01/1950,0,23.2,11.3,4.7
3/01/1950,0,25.8,8.4,2.8
4/01/1950,0,31.8,10.1,5.2
5/01/1950,0,38.4,15.4,1.6
6/01/1950,0,26.9,16.5,0.3
7/01/1950,0,25.9,15.7,0.3
8/01/1950,0,27.5,13.1,3.3
9/01/1950,0,22.6,12.5,3.3
10/01/1950,0,24.3,8.1,3.3
11/01/1950,0,29.9,8.4,4.5
12/01/1950,0,35.3,12.5,4.5
13/01/1950,0,39.7,17.6,2
14/01/1950,0,29.8,19.8,3.7
15/01/1950,0,29.3,14.3,3.8
16/01/1950,0,35,12.8,3
17/01/1950,0,31.6,22,0.3
18/01/1950,0,27.9,14.1,0.7
19/01/1950,0,27.3,14.8,3
20/01/1950,0,24.1,12.2,4
21/01/1950,0,27.1,10.1,4.6
22/01/1950,0,26.9,11.7,3.3
23/01/1950,0,24.6,10.4,3.6
24/01/1950,0,28.4,9.8,2.8
25/01/1950,0,34.4,13.7,1.2
26/01/1950,0,26.5,15.1,3.6
27/01/1950,0,27.1,11.8,2.4
28/01/1950,0,32.9,11.3,3.1
29/01/1950,0,35.5,15.6,1.9
30/01/1950,0,35.5,18.2,3
31/01/1950,0,33.5,20.9,0.3
1/02/1950,3.4,28.6,18,0.7
2/02/1950,0,19.6,16.8,2.1
3/02/1950,6.7,20.3,13.6,2.8
4/02/1950,6.1,20.2,15.4,2.8
5/02/1950,0.9,23.4,13.1,2.2
6/02/1950,0.2,21.5,13,2
7/02/1950,0,22.2,13.8,2.2
8/02/1950,0,25,13.8,2.1
9/02/1950,0,27.4,12.6,4.2
10/02/1950,0,29.4,13.6,3.1
11/02/1950,0,22.6,12.2,4.2
12/02/1950,0,26.7,12.1,4
13/02/1950,0,29.8,12.9,3.4
14/02/1950,2,30,16.3,3.5
15/02/1950,4.9,28.6,17.2,2.6
16/02/1950,15.8,27.7,16.1,4.1
17/02/1950,0.6,28.9,17.7,1.7
18/02/1950,12.6,30.5,17.4,3.7
19/02/1950,0,28.8,15.7,3.4
20/02/1950,0,27.2,16,4.3
21/02/1950,0,27.7,12,4.6
22/02/1950,0,28.6,11.8,4.8
23/02/1950,0,33.1,11.4,4
24/02/1950,0,32.3,18.7,1.2
25/02/1950,0,37.8,18.8,2.8
26/02/1950,0,37,22.6,1.7
27/02/1950,0,27,15.1,2.7
28/02/1950,0,25.9,10.4,3.6
1/03/1950,0,29.3,12.2,3.1
2/03/1950,0,30.1,14,3.9
3/03/1950,0,33.6,13,3.7
4/03/1950,0,33.3,16.3,2.5
5/03/1950,0,26.8,14.5,2.4
6/03/1950,0,22.8,10.3,1.5
7/03/1950,0,25,8,1.7
8/03/1950,0,29.4,12,3.6
9/03/1950,0,30.2,12.9,3.7
10/03/1950,0,30.9,14.2,3.2
11/03/1950,0,32.3,15,3.1
12/03/1950,1.4,32.1,15.8,1.9
13/03/1950,7.5,22.1,10.1,3.9
14/03/1950,0,24.4,11,2.7
15/03/1950,12.2,27.6,10.6,3.3
16/03/1950,0,29.9,11.8,2.3
17/03/1950,20.7,24.5,15.7,1.6
18/03/1950,66.3,19.7,15.4,1.8
19/03/1950,74,21.7,15,1.3
20/03/1950,8.7,23.6,15.3,3
21/03/1950,0.2,23.3,15,3.2
22/03/1950,2,24.4,15.1,2
23/03/1950,10.4,20.6,13.4,2.4
24/03/1950,0,19.9,11.2,2.3
25/03/1950,0,19.5,11.1,2.7
26/03/1950,0,23.2,9.3,3.8
27/03/1950,0,28.4,10.2,3.7
28/03/1950,1,28.1,14.7,2.8
29/03/1950,13.7,23.5,15,1.6
30/03/1950,1,18.7,12.8,2.4
31/03/1950,0.5,18.3,10.9,2.1
1/04/1950,0,19.3,10.9,2.4
2/04/1950,0,21,11.2,1.7
3/04/1950,8.2,19.2,13,2
4/04/1950,37.9,21.5,14,2.1
5/04/1950,0.2,21.1,11.8,2.2
6/04/1950,0.1,23.7,11,2.1
7/04/1950,2.9,24,12.5,2.6
8/04/1950,0.1,21.3,11.1,3
9/04/1950,0,20.2,9.8,2.4
10/04/1950,0,16.9,8.8,1.2
11/04/1950,0,18.5,6.4,2
12/04/1950,0,20.7,5.4,2.6
13/04/1950,0,20.4,7.4,1.6
14/04/1950,0,22.4,8.6,2.3
15/04/1950,0,23.4,7.8,2.2
16/04/1950,0,23.8,7.5,2.8
17/04/1950,0,24.6,8,1.8
18/04/1950,0,22.9,12.3,1.3
19/04/1950,0,18.1,8.6,1.9
20/04/1950,0,21.2,3.9,2.8
21/04/1950,0,24,7.2,1.8
22/04/1950,0,20.1,8.3,2.1
23/04/1950,0,19.6,5.5,1.7
24/04/1950,0,19.4,3.3,1.9
25/04/1950,0,22,3.4,1.4
26/04/1950,0,23.8,6.4,0.5
27/04/1950,0,25.6,7.3,1.1
28/04/1950,0,24.7,7.5,1.3
29/04/1950,0,24.6,8.7,1.3
30/04/1950,0,23.7,8.7,0.8
1/05/1950,0,21.4,6.2,0.9
2/05/1950,0,21.7,6.2,0.6
3/05/1950,0,24.2,7.6,1
4/05/1950,0,23.4,8.2,0.8
5/05/1950,0,24,6.5,1.3
6/05/1950,0.2,21.7,9.5,0.7
7/05/1950,0.3,18.2,8,0.9
8/05/1950,0,19.5,6.4,0.7
9/05/1950,0,19.5,8.4,0.9
10/05/1950,0,20.1,6.6,0.8
11/05/1950,0,18,4.7,1.1
12/05/1950,0,17.4,3.9,0.5
13/05/1950,12.8,16,9,1
14/05/1950,0.2,16.4,8.3,1.4
15/05/1950,0,17.2,6.8,0.7
16/05/1950,0,16.5,4.1,0.7
17/05/1950,0,16.1,1.1,0.9
18/05/1950,0,15.7,1.8,0.7
19/05/1950,0.5,14.6,4.4,0.5
20/05/1950,0,16,2.7,0.7
21/05/1950,0,16,1.4,0.8
22/05/1950,0,16.4,1.5,0.7
23/05/1950,0,18.8,3.9,0.6
24/05/1950,0,16.9,3.6,0.7
25/05/1950,0,14.2,4.1,0.7
26/05/1950,7.5,14.4,7.5,0.5
27/05/1950,5,13.7,3.2,0.7
28/05/1950,0,12.2,1.7,0.8
29/05/1950,0.5,13.1,6.8,0.7
30/05/1950,5.5,13.8,9.7,0.7
31/05/1950,9,17.7,10.9,1.3
1/06/1950,0,16.6,7.8,0.6
2/06/1950,1.2,13.4,7.3,1.1
3/06/1950,0.1,13.1,6.5,0.5
4/06/1950,5.7,14.5,8.3,0.6
5/06/1950,0,12,3.3,0.7
6/06/1950,0,9.6,3.6,0.8
7/06/1950,0,9.8,4.7,0.6
8/06/1950,0,12.5,2.2,0.9
9/06/1950,0,12.4,0,0.6
10/06/1950,0,12.9,2.5,0.8
11/06/1950,0,13.2,0.8,0.8
12/06/1950,0,13.1,-1.7,0.7
13/06/1950,0,14.8,0.2,0.5
14/06/1950,0,15.2,0.1,0.4
15/06/1950,0,13.9,-0.9,0.8
16/06/1950,0,15.2,1.6,0.7
17/06/1950,0,14.1,1.2,0.7
18/06/1950,0,15.3,0.6,0.7
19/06/1950,0,14.9,0.7,0.5
20/06/1950,0.1,15,0.3,0.6
21/06/1950,0.4,15.6,0.9,0.5
22/06/1950,0,13.6,3.3,0.6
23/06/1950,0.1,16.1,2.6,0.5
24/06/1950,0,14.2,1.2,0.3
25/06/1950,0.5,13.4,5.1,0.6
26/06/1950,3.1,12.4,6.8,0.6
27/06/1950,5.1,13.1,6.3,0.8
28/06/1950,3.2,12.5,4.6,0.8
29/06/1950,0.5,12,2.2,0.7
30/06/1950,0,12.8,-0.4,0.8
1/07/1950,0,12.9,-0.1,0.8
2/07/1950,0,15.5,2.5,0.5
3/07/1950,8.9,12.5,3.7,0.7
4/07/1950,2.5,13.6,5.5,0.7
5/07/1950,0,14.4,7.9,0.5
6/07/1950,0,14,7,0.4
7/07/1950,1.3,12.5,5.4,0.7
8/07/1950,0.1,13.2,0.1,0.6
9/07/1950,0,14.5,0.9,1.1
10/07/1950,0,12.7,1.5,0.6
11/07/1950,1.1,13.7,4.4,0.8
12/07/1950,0,13.4,1.8,0.7
13/07/1950,0,15,2,0.7
14/07/1950,0,13.6,0,1
15/07/1950,0,14.1,0.7,0.7
16/07/1950,0,14.8,0.2,0.8
17/07/1950,0,14,1.4,0.9
18/07/1950,0,16,4.8,0.8
19/07/1950,0.2,15.9,9.4,0.9
20/07/1950,0.7,14.8,7,0.9
21/07/1950,0.1,16.1,7.3,0.9
22/07/1950,0.5,12.1,4,0.7
23/07/1950,0,13.5,3.4,0.6
24/07/1950,0,13.3,0.6,0.6
25/07/1950,0,13.3,0.8,0.5
26/07/1950,0,14.5,2,0.5
27/07/1950,2,12.2,3.8,0.6
28/07/1950,15,15.2,8.4,1.2
29/07/1950,0,17.3,4.3,0.9
30/07/1950,0,16.7,2.5,0.8
31/07/1950,0,16.9,6.8,1
1/08/1950,3.8,15.7,7.1,1
2/08/1950,0.2,13,3.7,1
3/08/1950,0.5,13.3,4.7,0.7
4/08/1950,1.3,12.3,4.2,0.8
5/08/1950,1.6,11.3,3.4,1.1
6/08/1950,1.8,12.1,1.1,1.2
7/08/1950,0,13.7,2.5,0.6
8/08/1950,0,15.2,1.5,1.3
9/08/1950,0,15.3,1.2,1.8
10/08/1950,0,16,1,1.7
11/08/1950,0,16.4,1.9,1
12/08/1950,0.7,16.3,5.3,1.4
13/08/1950,0,17.2,4.4,1.6
14/08/1950,0,17.9,3.6,1.9
15/08/1950,0,17.7,2.9,1.2
16/08/1950,0,16.9,4.7,0.9
17/08/1950,0.2,17.4,6.9,1
18/08/1950,0.7,16.7,7.5,0.8
19/08/1950,1.2,14.8,5.1,1.2
20/08/1950,0.4,12.2,2.7,1.3
21/08/1950,0.3,14.8,2.9,1.6
22/08/1950,0,15.5,1.3,1.7
23/08/1950,0,16.3,3.6,1.9
24/08/1950,0,17.6,0.7,2.2
25/08/1950,0,18.2,2.6,1.8
26/08/1950,0,18.4,7,1.2
27/08/1950,0,16.9,5.4,2.3
28/08/1950,0,16.2,1.9,2.2
29/08/1950,0,15.5,0.4,1.4
30/08/1950,4.8,18.9,7.5,0.5
31/08/1950,0.6,18.4,11,0.3
1/09/1950,11.3,15.7,5.5,2.1
2/09/1950,2,13.5,5.8,1.9
3/09/1950,2.4,14.7,3.8,2.2
4/09/1950,0,16.6,1.5,2.2
5/09/1950,0,20.8,4.9,1.9
6/09/1950,0,21.9,5.2,2.2
7/09/1950,0,23.4,6.6,2.1
8/09/1950,0.1,19.7,8,2.4
9/09/1950,0,20.1,5.8,2.4
10/09/1950,0,17.5,3.9,2.8
11/09/1950,0,19,2.4,3.5
12/09/1950,0,21.1,4.6,3.1
13/09/1950,0,22.9,5.8,3
14/09/1950,0,23.5,9.6,2.4
15/09/1950,18.8,17.8,12.2,2.1
16/09/1950,0.3,20.4,8.2,2.5
17/09/1950,1.5,18.9,5,3.5
18/09/1950,0,18.6,5.3,2.7
19/09/1950,0,14.2,4.7,2.3
20/09/1950,1.7,12.9,4,2.2
21/09/1950,0.1,17.7,3.1,2.7
22/09/1950,0,22.2,4.7,2.8
23/09/1950,1.4,21,9.5,3
24/09/1950,0,21.3,4.7,2.9
25/09/1950,3.7,14.1,7,1.8
26/09/1950,1,17.9,4,2.8
27/09/1950,0,21.1,5.4,2.7
28/09/1950,0.1,24.1,7.4,2.5
29/09/1950,0,24.9,7.1,4
30/09/1950,0,23,12.4,1.9
1/10/1950,0.1,19.7,7.7,2.2
2/10/1950,0,18.7,8,3.3
3/10/1950,0,21.2,4.4,4
4/10/1950,0.1,23.2,8.3,2.5
5/10/1950,6.1,18.8,6.2,3.3
6/10/1950,0.9,22.2,9.3,3.5
7/10/1950,0.2,17.8,6.8,2.9
8/10/1950,0.4,19,4,4.1
9/10/1950,0,23.3,5.4,4.9
10/10/1950,0,25.7,8.3,2.7
11/10/1950,0,26.9,12.2,3.3
12/10/1950,7.1,16.3,11.5,2.8
13/10/1950,3.3,19.5,6.7,3.9
14/10/1950,0,21.7,5.1,5.3
15/10/1950,0,23.9,7.7,5.1
16/10/1950,0,24.6,9.3,2
17/10/1950,11.3,19.4,12.6,2.1
18/10/1950,6.9,16.4,7.1,2
19/10/1950,0,18.6,7,2.3
20/10/1950,0,18.1,8.5,1.7
21/10/1950,0,24.6,11.3,3.3
22/10/1950,0,25.3,9.4,3.7
23/10/1950,0,27.4,10.4,3.9
24/10/1950,0,27.3,15.8,0.7
25/10/1950,3.3,19.6,12.8,2
26/10/1950,0.1,17.1,9.8,0.4
